artist_id,artist_genre,artist_follower_count
3nwYsifpwrKmCIpw4i0HDW,"['dancehall', 'rap kreyol']",221319
5selbVFrTsq2rTkqPWrHiA,"['chutney', 'dancehall', 'soca']",2860
35KCSzO0sDCLggvo39D9ng,"['dancehall', 'nigerian hip hop', 'soca']",7839
56BHYURgbka2nQbBy8XZ3x,"['dancehall', 'soca']",12151
7oMRcCu0OYSCtCyS3P37iC,"['dancehall', 'uk dancehall']",89521
4RfTXjK9aiiIKDaKUHpL57,"['dancehall', 'reggae fusion', 'soca']",246313
7qPISKHhhKDLZTmYcX7bWd,"['dancehall', 'uk dancehall']",39950
3Isy6kedDrgPYoTS1dazA9,"['dance pop', 'dancehall', 'pop', 'pop rap']",2964983
0wEvWMQRqaXcgnrZv6KtyL,"['dancehall', 'soca']",151454
6k1Y2g99ykUYvY6NnW9Rlh,['soca'],492
4wLAjfeqAsV66AocWNcowA,"['dancehall', 'lovers rock', 'modern reggae', 'reggae', 'reggae fusion', 'roots reggae']",271988
7otiKgm5qrgugGPiW4by20,['soca'],202
0crMctn4iXaE3XCHpeBkOt,"['dancehall', 'soca']",15382
4b1cMLMjCdA9zMNye5eAtl,[],8
1fctva4kpRbg2k3v7kwRuS,"['latin', 'latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino', 'tropical']",857639
1OFOShsIbhy1l5x73yuVyB,"['dancehall', 'soca']",98359
1zNqQNIdeOUZHb8zbZRFMX,['trap'],648874
50co4Is1HCEo8bhOyUWKpn,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'pop rap', 'rap', 'trap']",5009758
2NUz5P42WqkxilbI8ocN76,"['dancehall', 'reggae fusion']",595267
7JCisiTi3MGNkDHIXuEf0w,"['dancehall', 'soca']",5589
1V6rvT87qMQvo6HAixjlpY,"['afropop', 'dancehall', 'nigerian hip hop']",47443
6xdP8nDJ7g3DLKsiqqpxnS,[],4
645MRWJlInqgZv3DlIJz7B,[],77
17pN02mO1kZSkaic9K3ipT,['soca'],2143
5ZbHn0BqI2WtNqto3qUpzK,[],25
0sjn33zPThDMZvhx0dBJSH,[],132
329e4yvIujISKGKz1BZZbO,"['latin', 'reggaeton', 'trap latino', 'tropical']",7190793
4q3ewBCX7sLwd24euuV69X,"['latin', 'reggaeton', 'trap latino']",20016755
0QHgL1lAIqAw0HtD7YldmP,"['dance pop', 'dirty south rap', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",4599523
6l3HvQ5sa6mXTsMTB19rO5,"['conscious hip hop', 'hip hop', 'nc hip hop', 'pop rap', 'rap']",10566536
1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",8519374
3pbi8H08p95NUZ7m6ybxUV,['indie r&b'],2887
7c0XG5cIJTrrAgEC3ULPiq,"['hip hop', 'pop', 'pop rap', 'r&b', 'trap', 'trap soul']",3238267
1Nd1g8fezKoJ6DGauWbZIm,"['hip hop', 'rap', 'underground hip hop']",69456
1dqGS5sT6PE2wEvP1gROZC,"['escape room', 'hip hop', 'rap', 'underground hip hop']",819307
4AQPiL37xjPAgBfEEYQrg9,[],2520
2mQLwfvZtvtTbipKn3xHmK,['underground hip hop'],41004
0fYw4bch7qTxBZLS3rSVMj,['underground hip hop'],30451
6qqNVTkY8uBg9cP3Jd7DAH,"['electropop', 'pop']",23248364
5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'rap']",11421293
5XenQ7XfcvQdfIbpLEFaKQ,"['alternative r&b', 'dmv rap', 'hip hop', 'rap', 'underground hip hop']",604675
1DvtabXAjfrMihPP6JQdHs,"['dmv rap', 'drill', 'rap', 'southern hip hop', 'trap', 'vapor trap']",537311
7yO4IdJjCEPz7YgZMe25iS,"['hip hop', 'rap', 'southern hip hop', 'trap', 'vapor trap']",1345311
699OTQXzgjhIYAHMy9RyPD,"['atl hip hop', 'hip hop', 'rap', 'trap']",3294269
0VRj0yCOv2FXJNP47XQnx5,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']",3824429
4O15NlyKLIASxsJ0PrXPfz,"['melodic rap', 'philly rap', 'rap']",8298778
3OqgnoaUHWX4ih4oAL0zzQ,['irish hip hop'],28817
4xRYI6VqpkE3UwrDrAZL8L,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",4526911
2uvY5pgdD9t1CZ5zMNw1rl,"['ambient folk', 'british singer-songwriter', 'chamber pop', 'indie anthem-folk', 'indie folk']",241162
2YOYua8FpudSEiB9s88IgQ,"['minnesota hip hop', 'pop rap']",790867
4nXOZlYoAD67hF9aUEncMY,"['dark trap', 'emo rap', 'miami hip hop', 'underground hip hop', 'vapor trap']",532990
3H6CaRooDAoCeRCpYwOXj2,"['dark trap', 'phonk', 'underground hip hop', 'vapor trap']",72527
4ucIxjoWFS3n9KvguhTWpz,['dark trap'],17747
68kEuyFKyqrdQQLLsmiatm,"['conscious hip hop', 'escape room', 'hip hop', 'rap', 'underground hip hop']",1063639
5f7VJjfbwm532GiveGC0ZK,"['atl hip hop', 'atl trap', 'rap']",3744012
6aaMZ3fcfLv4tEbmY7bjRM,"['hip hop', 'rap', 'underground hip hop']",674203
3qBKjEOanahMxlRojwCzhI,['gqom'],51031
2YZyLoL8N0Wb9xBt1NhZWg,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",14292385
6extd4B6hl8VTmnlhpl2bY,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",625357
0Y5tJX1MQlPlqiwlOH1tJY,['rap'],8457261
0c173mlxpT3dSFRgMO8XPh,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",7197345
0tPjSrb43a58uznKru1k2P,"['hip hop', 'underground hip hop']",183799
2tMOCIpxj6jwM9e6pmwGiP,"['underground hip hop', 'vapor trap']",25599
6nB0iY1cjSY1KyhYyuIIKH,"['afrofuturism', 'art pop', 'dance pop', 'electropop', 'escape room', 'indie r&b', 'trip hop']",647835
6jGMq4yGs7aQzuGsMgVgZR,"['melodic rap', 'nyc rap']",1095027
2hPgGN4uhvXAxiXQBIXOmE,"['hip hop', 'rap']",472334
52lBOxCxbJg0ttXEW9CQpW,"['adult standards', 'jump blues', 'lounge', 'soul', 'swing', 'vocal jazz']",106674
3nFkdlSjzX9mRTtwJOzDYB,"['east coast hip hop', 'hip hop', 'pop rap', 'rap']",5241151
6icQOAFXDZKsumw3YXyusw,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",6076147
4DdkRBBYG6Yk9Ka8tdJ9BW,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1518194
70gP6Ry4Uo0Yx6uzPIdaiJ,"['hip hop', 'queens hip hop', 'rap', 'sudanese pop', 'underground hip hop']",296237
1iNqsUDUraNWrj00bqssQG,"['hip hop', 'rap']",233269
6U3ybJ9UHNKEdsH7ktGBZ7,"['hip hop', 'rap', 'underground hip hop']",481593
5MbNzCW3qokGyoo9giHA3V,"['atl hip hop', 'hip hop', 'rap', 'underground hip hop']",386856
5yPzzu25VzEk8qrGTLIrE1,"['rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']",379306
75WcpJKWXBV3o3cfluWapK,"['nc hip hop', 'underground hip hop']",56419
4r63FhuTkUYltbVAg5TQnk,['nc hip hop'],2517254
0NcPKaSNIHAM2RfioH9vMT,"['cali rap', 'trap soul', 'underground hip hop', 'vapor trap']",31302
07V3atNq2TyPNDYmzp6Dyy,"['underground hip hop', 'vapor trap']",38816
0vaKiuLwFJLVU664A8GTjE,[],4897
30C5wgn4celhRP3Tytv7R6,['nc hip hop'],7893
21dooacK2WGBB5amYvKyfM,"['melodic rap', 'meme rap', 'miami hip hop', 'rap', 'trap', 'underground hip hop', 'vapor trap']",1887867
6PDLwWvgYNMfBRLqC1h5cJ,"['alternative r&b', 'cali rap', 'trap soul', 'underground hip hop']",111450
0iEtIxbK0KxaSlF7G42ZOp,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1775339
1URnnhqYAYcrqrcwql10ft,"['atl hip hop', 'rap', 'trap']",7655187
31W5EY0aAly4Qieq6OFu6I,"['melodic rap', 'pop rap', 'rap', 'trap']",4296012
7gZfnEnfiaHzxARJ2LeXrf,"['emo rap', 'rap', 'trap']",4559150
757aE44tKEUQEqRuT6GnEB,['melodic rap'],2066116
2hlmm7s2ICUX0LVIhVFlZQ,"['atl hip hop', 'hip hop', 'melodic rap', 'rap', 'trap']",1924777
4Gso3d4CscCijv0lmajZWs,"['hip hop', 'rap', 'trap']",379984
7bXgB6jMjp9ATFy66eO08Z,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",10973410
7rkW85dBwwrJtlHRDkJDAC,"['canadian hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'toronto rap', 'trap']",1886946
17lzZA2AlOHwCwFALHttmp,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",5388078
3fMbdgg4jU18AjLCKBhRSm,"['pop', 'r&b', 'soul']",14142606
3Gm5F95VdRxW3mqCn8RPBJ,"['hip hop', 'pop', 'pop rap', 'portland hip hop', 'rap']",1192056
3nf2EaHj8HikLNdaiW3v73,"['alternative hip hop', 'conscious hip hop', 'escape room', 'hip hop', 'rap', 'underground hip hop']",138625
5gCRApTajqwbnHHPbr2Fpi,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2105663
360IAlyVv4PCEVjgyMZrxK,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",2715629
0rlS0SzVFk8BoiAW0fGBbN,['hip hop'],14354
0T5OJgMVjKIX3b3W3ekqOl,"['atl hip hop', 'atl trap', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",317813
1pPmIToKXyGdsCF6LmqLmI,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",2064020
6m0MLa2Q5RwIF8R7nwQkQ2,"['atl trap', 'vapor trap']",39614
6lay1nwbE6hTx1jivysUAL,"['alternative r&b', 'escape room', 'lgbtq+ hip hop', 'pop', 'trap queen']",276884
738wLrAtLtCtFOLvQBXOXp,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop rap', 'tropical house']",5986789
1vyhD5VmyZ7KMfW5gqLgo5,"['latin', 'reggaeton']",18602431
2oQX8QiMXOyuqbcZEFsZfm,"['dembow', 'latin', 'rap dominicano', 'reggaeton', 'reggaeton flow', 'tropical']",848811
5fMUXHkw8R8eOP2RNVYEZX,"['bmore', 'edm', 'moombahton', 'ninja', 'pop', 'tropical house']",2227529
7FNnA9vBm6EKceENgCGRMb,"['baile pop', 'funk carioca', 'funk das antigas']",8977660
4ryoUS0W8qXokfMxrlJt6O,['modern reggae'],89189
0bdfiayQAKewqEvaU6rXCv,"['dance pop', 'danish pop', 'electropop', 'indie pop', 'pop', 'tropical house']",1222545
4WN5naL3ofxrVBgFpguzKo,"['dance pop', 'edm', 'liquid funk', 'pop', 'tropical house', 'uk dance', 'uk funky', 'uk pop']",1158382
1zNqDE7qDGCsyzJwohVaoX,"['dance pop', 'pop', 'post-teen pop', 'tropical house', 'uk pop']",5579166
4TAoP0f9OuWZUesao43xUW,"['afro dancehall', 'afropop', 'ghanaian hip hop', 'swedish dancehall']",215126
0iT2o4MNsBKSLy7bllgdo0,[],1410
6sjpYOCYKYiurpvJk0oNEp,[],1262
5bzWtCkjIAMgN93gLt56SO,"['afrofuturismo brasileiro', 'baile pop', 'bass trap', 'electronic trap', 'funk carioca', 'pop nacional']",182013
1mXAhKnZEdF6rotyyd4GBi,"['funk carioca', 'funk ostentacao']",6884599
4VZY0nxYMSNotbS7WjNVQy,[],3299
374sWpAJsbZckf98df2jJJ,"['afro dancehall', 'afropop', 'azonto', 'dance pop', 'post-teen pop']",91542
0mMqD2uqwvCjFvlzo6ayGi,"['afro house', 'amapiano', 'gqom', 'kwaito house', 'south african pop']",199668
2gzWmhOZhDN6gXL49JW9qj,"['south african hip hop', 'south african pop']",240948
1sSt1DqqqFLkPwfrqafVyn,"['afro dancehall', 'afropop', 'azonto', 'azontobeats', 'nigerian hip hop', 'nigerian pop']",31735
2hKQc001G7ggs3ZyxMdkGq,"['afro dancehall', 'afropop', 'azontobeats', 'dancehall', 'gqom', 'nigerian pop']",83858
4TsHKU8l8Wq7n7OPVikirn,"['alternative r&b', 'ghanaian hip hop']",299558
2LZDXcxJWgsJfKXZv9a5eG,"['downtempo', 'edm', 'electronic trap', 'electropop', 'pop', 'post-teen pop', 'shiver pop']",299468
2jku7tDXc6XoB6MO2hFuqg,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",2822152
4nDoRrQiYLoBzwC5BhVJzF,"['dance pop', 'pop', 'post-teen pop']",15549719
790FomKkXshlbRYZFtlgla,"['latin', 'reggaeton']",9239078
3gk0OYeLFWYupGFRHqLSR7,"['big room', 'deep big room', 'edm', 'electro house', 'euphoric hardstyle', 'hardstyle', 'progressive electro house', 'progressive house']",424530
4VMYDCV2IEDYJArk749S6m,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",17342012
5Z3k52rtOTnOnvFHoKNHEN,['moombahton'],6285
2xjVYIMLS3nR5Y1UOr02Vb,['abstract beats'],3009
1vo8zHmO1KzkuU9Xxh6J7W,"['big room', 'deep big room', 'edm', 'electro house', 'house', 'pop', 'pop edm', 'progressive electro house', 'tropical house']",197384
3tVQdUvClmAT7URs9V3rsp,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",370466
1LKo6ZA3RNvKtLa6zDu32S,"['basshall', 'dancehall']",88049
3dwESUD2sahwxyFL6SYtEn,[],11222
6tzRZ39aZlNqlUzQlkuhDV,"['baile pop', 'funk carioca', 'pop nacional']",2721917
3yJLZoq3Ra2VmSW5teVgih,['instrumental funk'],6771
4w6zJ69OnZWKZrzMnYZva8,[],160
7hnlHkn51tttd1eeoac9jO,[],1935
1ZijgA5CMnToosMd24krUH,"['latin hip hop', 'perreo', 'reggaeton']",20676
6eUKZXaKkcviH0Ku9w2n3V,"['pop', 'uk pop']",61430985
6vW5qwWVSTErBV1HovumXm,[],9191
6nPHDCN7qmxO86eN1grP54,"['dancehall', 'soca']",33581
2FcAOdmnKyfpUot6B5LHLg,['dancehall'],2743
66CXWjxzNUsdJxJ2JdwvnR,"['dance pop', 'pop', 'post-teen pop']",43919868
134GdR5tUtxJrf8cpsfpyY,"['electropop', 'swedish indie pop']",116488
3NB7oCgOzcdYVtdvNIEDep,[],1260
0hCNtLu0JehylgoiP8L4Gh,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'queens hip hop']",17308680
5jW1p6bav4DYihIHewKBCq,"['afropop', 'nigerian pop']",2926
1ixqGowpDM21RwyJmJ7hpv,"['afro dancehall', 'afropop', 'azontobeats', 'nigerian hip hop', 'nigerian pop']",29565
167yXtyZFzoIEl4650nGkt,[],209
6rE3PqKxYT5TAoOWKonHxw,[],90
6M7RdR9ZP52h2mfNLmiHtU,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap']",297381
3R7AVeohq63QJyhBO0fKJY,[],1825
3IxKoxYXyYxghMV5SbaLDj,[],31
2wdAe0FjiejLBLU2E74GjD,[],2498
2JX4h8xm0hNxCB0aNBWzyi,"['conscious hip hop', 'dancehall', 'lovers rock', 'reggae fusion']",354550
4wHZkzWXD9GPr4RQAYjUcv,['shimmer pop'],124266
7kHe4uFK1KQFqMRP7td4mS,"['brostep', 'electronic trap']",24855
187qoiisjzqvj3wsBWLotr,['basshall'],7531
7A3tlZNDIzuzFyOQdF0073,[],417
67nwj3Y5sZQLl72VNUHEYE,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",2502524
6M2wZ9GZgrQXHCFfjv46we,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",15944948
4HJnsUVBubdKJ2aV0sr48u,[],16085
4V8Sr092TqfHkfAA5fXXqG,"['latin', 'latin pop', 'puerto rican pop', 'tropical']",8249362
1rVo9h17cHhWerDiZj0yXH,[],14486
2dQgOfBP52UwjegY8FwJAY,"['dutch hip hop', 'dutch pop', 'moombahton']",74773
1uNFoZAHBGtllmzznpCI3s,"['canadian pop', 'pop', 'post-teen pop']",33848978
58zeLSwvlNwRAUp73BWIEv,['basshall'],1182
7j7bOkG9ZQncpAXyIJ2aUG,"['ccm', 'christian alternative rock', 'christian music', 'worship']",3367
7Lk3qnu0GGnvG33t23iz5k,['bouncy house'],9614
0X2BH1fck6amBIoJhDVmmJ,"['dance pop', 'edm', 'metropopolis', 'pop', 'post-teen pop', 'tropical house', 'uk pop']",7732668
