track_id,track_name,artist_name,artist_id,release_date,album_type,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
3S2LNcyJre3hvJbPTcoghO,Someone That You Love,"['Jarreau Vandal', 'Olivia Nelson']","['6f96znq79wvlknKHHHhtTW', '4QJrAwNc5j17E5N2PxpqGj']",2017-03-10,single,54,0.737,0.429,4,-8.261,1,0.0665,0.558,0.0,0.142,0.44,105.059,177063,4
1yka5XpwTBV951mp2OVYcn,September Rose,['Cailin Russo'],['2org0PubBAxTvjVvLo9PJ0'],2017-03-10,single,46,0.601,0.496,5,-7.622,0,0.23,0.671,4.28e-06,0.132,0.292,177.902,221359,4
6eCEcYf4NH8LKJXl2E9EB2,Sunflower,['Rex Orange County'],['7pbDxGE6nQSZVfiFdq9lOL'],2017-03-22,single,0,0.384,0.765,6,-4.463,1,0.0579,0.646,0.00352,0.522,0.567,129.903,252231,4
5WvDO1ZKap15ehQeNRHJ9H,Uno,['Rex Orange County'],['7pbDxGE6nQSZVfiFdq9lOL'],2016-11-17,single,64,0.781,0.452,5,-9.798,0,0.26,0.78,3e-06,0.0902,0.463,163.899,171789,4
7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),"['Tyler, The Creator', 'Kali Uchis']","['4V8LLVI7PbaPR0K2TGSxFF', '1U1el3k54VvEUzo3ybLPlM']",2017-07-21,album,78,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387,4
5WNYg3usc6H8N3MBEp4zVk,Boredom (feat. Rex Orange County & Anna of the North),"['Tyler, The Creator', 'Rex Orange County', 'Anna of the North']","['4V8LLVI7PbaPR0K2TGSxFF', '7pbDxGE6nQSZVfiFdq9lOL', '1mSJCvDX0W7Dn7S9C6vmvI']",2017-07-21,album,74,0.559,0.578,8,-9.54,1,0.151,0.79,0.000522,0.324,0.239,79.938,320720,4
7AWZvcyaSBxRzaBJcHf9XL,Day 1 ◑,['HONNE'],['0Vw76uk7P8yVtTClWyOhac'],2018-03-29,single,57,0.503,0.581,6,-7.007,1,0.0881,0.21,0.000708,0.257,0.633,94.555,233601,4
7gevvAspxft2qQmcvJjNBH,A Good Night,"['John Legend', 'BloodPop®']","['5y2Xq6xcjJb2jVM54GHK3t', '1okJ4NC308qbtY9LyHn6DO']",2018-04-06,single,63,0.53,0.707,10,-5.516,1,0.203,0.104,0.0,0.105,0.696,109.827,203453,4
13Gt4A1ZbYkZbfdQsjKGR6,Starchild,['Elujay'],['1CgbNAF3Stnz1Tpipu3xdO'],2018-05-11,single,28,0.503,0.615,10,-6.545,0,0.232,0.125,0.00014,0.0881,0.494,82.533,190153,4
6pAC6ykvbcetfLl9pMQ97v,I Like U,['NIKI'],['2kxP07DLgs4xlWz8YHlvfh'],2017-09-27,single,1,0.48,0.526,5,-7.099,1,0.275,0.071,0.0,0.0879,0.374,199.662,267733,3
0jjHmmFPqKM6nI8EIAxgYB,Body Count,['Jessie Reyez'],['3KedxarmBCyFBevnqQHy3P'],2018-05-04,single,52,0.873,0.431,11,-5.739,0,0.148,0.513,5.74e-06,0.1,0.156,150.096,142263,4
0wFmawqundY8rOn9sZUqA6,Midsummer Madness,"['88rising', 'Joji', 'Rich Brian', 'Higher Brothers', 'AUGUST 08']","['1AhjOkOLkbHUfcHDSErXQs', '3MZsBdqDrRTJihTHQrO6Dq', '2IDLDx25HU1nQMKde4n61a', '07ZhipyrvoyNoJejeyM0PQ', '2iB8eFB6flwQculkUrRssi']",2018-06-07,single,7,0.409,0.678,9,-7.731,1,0.0878,0.359,4.76e-06,0.167,0.168,89.968,280842,4
2815rSBccLxZc67jEWBEvD,Yeah Right,['Joji'],['3MZsBdqDrRTJihTHQrO6Dq'],2018-05-08,single,6,0.672,0.59,1,-9.574,1,0.129,0.624,0.236,0.0991,0.21,169.036,174358,4
66dQdXAbtuPdSasezCQVZE,SUMMER,['BROCKHAMPTON'],['1Bl6wpkWCQ4KVgnASpvzzA'],2017-08-25,album,67,0.497,0.55,8,-6.13,1,0.0257,0.847,0.049,0.119,0.542,79.955,204939,4
4B2kIC5F0kSVfTD5crzgm9,Forever Always,"['Peter CottonTale', 'Rex Orange County', 'Chance the Rapper', 'Daniel Caesar', 'Madison Ryann Ward', 'Yebba']","['4mkGZGaUTIpyG1LnZ6nNIi', '7pbDxGE6nQSZVfiFdq9lOL', '1anyVhU62p31KFi8MEzkbf', '20wkVLutqVOYrc0kxFs7rA', '6eAUAR4N9NOpirukqdIzVI', '1ooV8YZC1KbpEcrmI8WH0F']",2018-06-22,single,53,0.362,0.443,3,-6.351,1,0.0663,0.852,0.000132,0.138,0.415,54.924,215160,4
3PdgIdRXJjgxfOr7slldel,Work Out,['Chance the Rapper'],['1anyVhU62p31KFi8MEzkbf'],2018-07-18,single,56,0.678,0.659,1,-4.694,1,0.312,0.492,0.0,0.106,0.675,173.988,243180,4
4j3GWI86JvSaF0BLdmgcfF,Summertime Magic,['Childish Gambino'],['73sIBHcqh3Z3NyqHKZ7FOL'],2018-07-11,single,69,0.76,0.579,0,-7.374,1,0.0569,0.0129,0.00351,0.106,0.125,100.01,213600,4
5h5q02tgTORSKqYYkRfUU5,My Favourite Clothes,['RINI'],['2joIhhX3Feq47H4QXVDOr3'],2018-01-06,single,58,0.749,0.339,2,-9.041,1,0.144,0.482,1.36e-05,0.0838,0.291,119.928,257000,4
5EYi2rH4LYs6M21ZLOyQTx,Loving Is Easy,"['Rex Orange County', 'Benny Sings']","['7pbDxGE6nQSZVfiFdq9lOL', '4gHcu2JoaXJ0mV4aNPCd7N']",2017-10-11,single,79,0.756,0.609,3,-7.927,1,0.0544,0.217,0.00474,0.096,0.537,117.023,155720,4
6pxElwU80zhjbCC77Vn8EI,Movie,['Tom Misch'],['1uiEZYehlNivdK3iQyAbye'],2018-04-06,album,66,0.785,0.379,7,-11.446,1,0.0732,0.391,0.0161,0.267,0.182,122.043,357357,3
4A7DUET5H4f7dJkUhjfVFB,Lost in Paris,"['Tom Misch', 'GoldLink']","['1uiEZYehlNivdK3iQyAbye', '5XenQ7XfcvQdfIbpLEFaKQ']",2018-04-06,album,60,0.788,0.711,1,-7.811,0,0.0597,0.364,2.07e-05,0.0838,0.802,104.149,194023,4
5w3yxRRxy5pvZdUvBJF6ve,South of the River,['Tom Misch'],['1uiEZYehlNivdK3iQyAbye'],2018-04-06,album,58,0.845,0.57,0,-8.441,1,0.0802,0.0957,0.414,0.0813,0.466,113.003,269815,4
5H0NU2sHWUnWCcZyYlX46X,65th & Ingleside,['Chance the Rapper'],['1anyVhU62p31KFi8MEzkbf'],2018-07-16,single,56,0.792,0.555,0,-7.038,1,0.34,0.0394,6.39e-06,0.107,0.084,99.954,273600,4
54lyvhDUwfjizp4d5vQEb5,People Watching,['Sen Morimoto'],['3zlWvRPwLwGSi2v6ltrhOl'],2018-05-18,album,0,0.655,0.4,7,-8.861,0,0.191,0.619,0.00401,0.0906,0.435,139.695,364728,4
4y8NdDPXBwfYBNylxdToPC,Picture of a Painting,"['Sen Morimoto', 'Reason Being']","['3zlWvRPwLwGSi2v6ltrhOl', '0xvz4zLVdByWKWFrggGeyB']",2018-05-18,album,0,0.465,0.79,11,-7.483,0,0.171,0.0735,4.49e-05,0.0915,0.389,147.167,192772,4
60xaS8mYBKUW4VQQ666N0T,All Night (feat. Knox Fortune),"['Chance the Rapper', 'Knox Fortune']","['1anyVhU62p31KFi8MEzkbf', '49O0SPoCoTiK2Nn2tOaHyU']",2016-05-27,album,67,0.704,0.777,2,-5.729,1,0.195,0.0358,0.0,0.151,0.392,111.921,141542,4
6fTdcGsjxlAD9PSkoPaLMX,Sunday Candy,['Donnie Trumpet & The Social Experiment'],['0ojcq9LJQWMawQdFDw3M0L'],2015-06-30,album,67,0.511,0.596,0,-6.56,1,0.224,0.53,0.0,0.0798,0.554,158.063,226014,4
6Bg7MznA9X0dIhlAsLyBYj,Ghost Town,"['Kanye West', 'PARTYNEXTDOOR']","['5K4W6rqBFWDnAN6FQUkS6x', '2HPaUgqeutzr3jx5a9WyDV']",2018-06-01,album,7,0.572,0.543,7,-4.251,0,0.0287,0.0954,0.0,0.329,0.329,83.364,271387,4
6JyEh4kl9DLwmSAoNDRn5b,4th Dimension,"['KIDS SEE GHOSTS', 'Louis Prima']","['2hPgGN4uhvXAxiXQBIXOmE', '52lBOxCxbJg0ttXEW9CQpW']",2018-06-08,album,68,0.765,0.542,1,-6.755,1,0.39,0.278,1.87e-05,0.609,0.734,171.945,153351,4
4VjJwjz8WHPOMvLCkN69zA,Newsflash!,['NIKI'],['17zv49Flq5uvwCWDlJD6Bp'],2018-05-23,album,0,0.734,0.373,7,-8.997,0,0.146,0.086,0.0,0.0913,0.481,79.998,204427,4
5GUvXUx0GbyBKO2f8yQxFn,Mona Lisa,"['Naji', 'Monte Booker']","['31QM5dBtewZL65p9hCnXKK', '4p75GTNEXwsAAkpweMVtKo']",2016-12-04,single,27,0.586,0.404,1,-10.402,0,0.21,0.692,0.00372,0.0908,0.347,90.563,184889,5
00B7TZ0Xawar6NZ00JFomN,Best Life (feat. Chance The Rapper),"['Cardi B', 'Chance the Rapper']","['4kYSro6naA4h99UJvo89HB', '1anyVhU62p31KFi8MEzkbf']",2018-04-06,album,60,0.62,0.625,9,-7.438,1,0.553,0.287,0.0,0.314,0.665,167.911,284856,4
4TwVtW8hS5LyLoDtJGpUOg,History,"['88rising', 'Rich Brian']","['1AhjOkOLkbHUfcHDSErXQs', '2IDLDx25HU1nQMKde4n61a']",2018-07-20,album,69,0.554,0.589,3,-8.163,0,0.231,0.613,0.000257,0.0982,0.414,74.982,207308,4
6zWU7YALeEDMcPGhKKZJhV,Navajo,['Masego'],['3ycxRkcZ67ALN3GQJ57Vig'],2017-06-08,single,68,0.567,0.593,6,-7.404,0,0.288,0.117,1.32e-06,0.248,0.358,88.545,194157,4
3dgWxFqPQl90Y5nmIkyy6f,I Love You so Much (feat. Chance the Rapper),"['DJ Khaled', 'Chance the Rapper']","['0QHgL1lAIqAw0HtD7YldmP', '1anyVhU62p31KFi8MEzkbf']",2017-06-20,album,38,0.584,0.893,0,-4.192,0,0.224,0.0211,0.0,0.216,0.504,102.946,290413,4
3kYARoLSAvt86VFZ55BQcq,Head In The Clouds,"['88rising', 'Joji']","['1AhjOkOLkbHUfcHDSErXQs', '3MZsBdqDrRTJihTHQrO6Dq']",2018-07-20,album,65,0.516,0.456,9,-9.242,1,0.0397,0.281,1.27e-05,0.0847,0.238,145.843,178023,4
1t4pPnbkOjzoA5RvsDjvUU,1999 WILDFIRE,['BROCKHAMPTON'],['1Bl6wpkWCQ4KVgnASpvzzA'],2018-07-07,single,70,0.811,0.57,5,-8.093,1,0.129,0.253,0.0,0.148,0.814,128.066,251250,4
6dktyiCWz2JYGmcPQ5D5dY,Peach Jam,"['88rising', 'Joji', 'BlocBoy JB']","['1AhjOkOLkbHUfcHDSErXQs', '3MZsBdqDrRTJihTHQrO6Dq', '4TEJudQY2pXxVHPE3gD2EU']",2018-07-20,album,61,0.857,0.668,7,-6.816,1,0.052,0.0175,0.000595,0.101,0.624,89.986,161713,4
1cBs15tQeh4ewFqlwndESK,LSD (feat. Chance The Rapper),"['Jamila Woods', 'Chance the Rapper']","['4UodukR17NIQfNu5uaqm9B', '1anyVhU62p31KFi8MEzkbf']",2017-08-15,album,50,0.828,0.668,0,-8.248,1,0.196,0.645,0.0,0.165,0.598,129.981,208329,4
1m0h3R7ypXe4oddXKF785J,HEAVN,['Jamila Woods'],['4UodukR17NIQfNu5uaqm9B'],2017-08-15,album,43,0.633,0.737,10,-6.582,1,0.0408,0.509,0.218,0.132,0.336,95.025,263146,4
20MuVazoNMv6xjKPnRFOxG,WAKE UP,['Travis Scott'],['0Y5tJX1MQlPlqiwlOH1tJY'],2018-08-03,album,76,0.741,0.645,11,-5.116,0,0.0963,0.192,0.0,0.163,0.488,149.07,231964,4
51NFxnQvaosfDDutk0tams,bellyache,['Billie Eilish'],['6qqNVTkY8uBg9cP3Jd7DAH'],2017-02-24,single,80,0.695,0.573,4,-8.597,0,0.106,0.46,0.0734,0.482,0.408,99.939,179172,4
1m8WpLYXEiNVZchsWEcCSy,Come Through and Chill (feat. J. Cole & Salaam Remi),"['Miguel', 'J. Cole', 'Salaam Remi']","['360IAlyVv4PCEVjgyMZrxK', '6l3HvQ5sa6mXTsMTB19rO5', '0rlS0SzVFk8BoiAW0fGBbN']",2017-12-01,album,70,0.461,0.653,6,-8.617,1,0.327,0.158,0.0,0.197,0.588,81.628,322000,1
3VWygJcW2eRShlv4Sg4LeB,Sinner,"['Ric Wilson', 'Kweku Collins', 'Nick Kosma', 'RaneRaps']","['34zbMuAgXxsgqnGXSxWvCR', '2SPt3i9sJKS1qiMQQQr9LS', '109htcq4m4PNL7vmZNRUt6', '2EtW8G5t9dtvsKs5PZLbdo']",2018-05-18,single,0,0.864,0.578,1,-8.693,1,0.347,0.311,0.0,0.133,0.708,78.06,271241,4
3DldsI94XfY6mKvVkr4kKF,I Got Soul,"['Ric Wilson', ""The O' My's"", 'Avery R. Young']","['34zbMuAgXxsgqnGXSxWvCR', '7GVV09qRrwojiWPwxvHvzS', '3TEOGr8RcpgtQ0KKOi7UWX']",2016-08-30,album,0,0.766,0.516,9,-8.414,0,0.153,0.447,6.9e-05,0.0899,0.43,107.053,235500,4
6m3ZXs465Rt4Tc1iiLktXL,Broad Shoulders (feat. Chance the Rapper),"['Taylor Bennett', 'Chance the Rapper']","['6CqjoQyGZlnhnq5gAUz92c', '1anyVhU62p31KFi8MEzkbf']",2015-12-14,album,52,0.6,0.524,0,-9.297,1,0.146,0.822,3.29e-05,0.104,0.449,127.5,227264,4
4dNwzB7yuTf8jSYZSlok7C,Favorite Colors (feat. Kyle),"['Luke Tennyson', 'Taylor Bennett', 'KYLE']","['4tazLYxrp7rWyKY5D117ZC', '6CqjoQyGZlnhnq5gAUz92c', '4qBgvVog0wzW75IQ48mU7v']",2017-02-28,album,50,0.745,0.668,1,-8.682,1,0.287,0.703,0.000127,0.0907,0.338,127.837,138960,4
6vpmEb3q6U7trxPRMC2lnf,"Dancing in the Rain (feat. Donnie Trumpet, Brandon Fox & Shay Lewis)","['Taylor Bennett', 'Donnie Trumpet', 'Brandon Fox', 'Shay Lewis']","['6CqjoQyGZlnhnq5gAUz92c', '7qbQOln6DZHcPm6l94PXU5', '5FCl2HwPl8TjJHQemgKx0x', '7AkzQfyyiRIco3JMVOWBJ5']",2015-12-14,album,46,0.302,0.475,0,-11.729,1,0.156,0.817,2.07e-05,0.322,0.212,83.897,236936,3
3z8YW7Aza0dHLBgVUuj2ay,Where U Are,['Rina Sawayama'],['2KEqzdPS7M5YwGmiuPTdr5'],2016-01-28,single,42,0.553,0.675,7,-4.406,1,0.0651,0.0093,0.0,0.11,0.469,168.104,232946,4
0e5FD1MxyUU7QX8z2v4eSZ,Blessings,['Sampa the Great'],['7fw0E8WHdG3r9SuPBcGmWk'],2016-05-25,single,0,0.716,0.441,2,-9.849,1,0.04,0.855,0.00201,0.152,0.852,86.508,95978,4
41CgzGD7xlgnJe14R4cqkL,Paris in the Rain,['Lauv'],['5JZ7CnR6gTvEMKX4g70Amv'],2018-05-31,album,73,0.426,0.408,3,-9.419,1,0.0524,0.771,7.88e-06,0.394,0.528,76.309,204712,4
5QTdOvIF2ehBMZpSIIGzIo,Honey,['Kehlani'],['0cGUm45nv7Z6M6qdXYQGTX'],2017-10-06,single,72,0.606,0.24,3,-7.102,1,0.0369,0.772,0.0,0.0819,0.526,96.792,199210,4
4UW4I0a056lfIaghMSvaf4,These Days,['Manwolves'],['6RCI4WXRwG9jnRHZgzBYFr'],2016-08-06,single,52,0.544,0.281,5,-8.506,0,0.0541,0.791,0.0,0.11,0.236,134.553,239426,4
6F7CjVIrwk7PddQUsoPmoo,You,['Manwolves'],['6RCI4WXRwG9jnRHZgzBYFr'],2014-11-02,single,47,0.552,0.433,0,-6.805,1,0.052,0.288,0.0,0.0859,0.241,142.563,323787,4
0pJZMjg0AKPix6NNdLs0eb,Trip on My Words,['Manwolves'],['6RCI4WXRwG9jnRHZgzBYFr'],2016-11-25,single,36,0.612,0.643,2,-6.982,0,0.24,0.134,0.0,0.153,0.426,91.636,211171,4
16qYlQ6koFxYVbiJbGHblz,G.O.M.D.,['J. Cole'],['6l3HvQ5sa6mXTsMTB19rO5'],2014-12-09,album,73,0.889,0.393,4,-10.821,0,0.267,0.331,8.67e-06,0.283,0.304,128.065,301133,4
23H8PpuhyTDHwpqcDm7vS6,Isn't She Lovely,['Tom Misch'],['1uiEZYehlNivdK3iQyAbye'],2018-04-06,album,53,0.505,0.481,4,-16.006,1,0.435,0.992,0.855,0.378,0.64,178.601,86925,3
6fFTPGGItuEpjwXRUIr4rk,comethru,['Jeremy Zucker'],['3gIRvgZssIb9aiirIg0nI3'],2018-09-07,single,15,0.798,0.175,0,-12.603,1,0.0594,0.603,0.0,0.625,0.633,93.994,181520,4
1Bn8jBSmtSQdvAFXU3ok1w,SAN MARCOS,['BROCKHAMPTON'],['1Bl6wpkWCQ4KVgnASpvzzA'],2018-09-21,album,56,0.388,0.503,0,-5.628,1,0.0316,0.339,0.0,0.111,0.53,73.965,286707,4
0QV83q2vzzOM4uODVyXf7i,TONYA,['BROCKHAMPTON'],['1Bl6wpkWCQ4KVgnASpvzzA'],2018-09-21,album,56,0.576,0.558,7,-7.713,0,0.312,0.509,2.07e-05,0.158,0.0395,80.193,283000,4
4rp5VXF4WwuHXFkbOwiHJx,You for You,['anders'],['6G1yTgvoYsuVb2Ja8cVVJ2'],2017-08-08,album,26,0.776,0.653,9,-7.445,0,0.0768,0.0617,7.78e-05,0.106,0.428,90.037,218498,4
