artist_id,artist_genre,artist_follower_count
0P54cVemq1DCHUfUMlWAoN,['canadian hip hop'],21155
0NbfKEOTQCcwd6o7wSDOHI,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",2491184
1FvjvACFvko2Z91IvDljrx,"['chicago rap', 'conscious hip hop', 'drill', 'hip hop', 'rap', 'underground hip hop']",361918
5MbNzCW3qokGyoo9giHA3V,"['atl hip hop', 'hip hop', 'rap', 'underground hip hop']",386856
4N6EwPNrIFYQRxQMmaQxQ3,[],35
0oBsnAC3fzYkTHF3bkfNx6,"['alternative r&b', 'indie soul']",144763
181bsRPaVXVlUKXrxwZfHK,"['houston rap', 'pop', 'pop rap', 'trap queen']",876776
6TWEX2qTj9b0bBsXSVCMKM,['lo-fi chill'],2548
0FVBV0tOAo6AWz8ecbKjY7,['bedroom soul'],3307
0fTav4sBLmYOAzKuJw0grL,"['alternative r&b', 'indie r&b', 'indie soul']",237819
4uaGojdWj4H6cTJydZUPWG,"['alternative r&b', 'indie r&b', 'lo-fi chill', 'neo r&b']",6562
2NWuUOptHRTogSZghYspAE,[],2412
60k4atxgEIMFz4DWHp0le1,"['indie jazz', 'indie soul', 'neo r&b']",23942
0OQMxt6l70FM2YlLwYDiEn,"['belgian hip hop', 'french hip hop', 'rap calme']",50046
4LLrhUqUv2Mi1NhHz0pjXd,['belgian pop'],10026
0zJjil03QRbxSliMkw230M,[],423
4wdK3zLMWPQK6CD0dpHh8F,"['british soul', 'uk alternative pop']",11488
2DiXVHlBJ96P312nY3oIQB,[],515
0duLKMlcwhyZgqu8zSSjBp,[],23753
6QNL63YF6rLawrWWhrrhYI,['uk alternative hip hop'],11753
2datC2OML2YxykP6vnDRmg,"['alternative r&b', 'indie jazz', 'indie soul', 'neo r&b']",27537
4SwV4H2atecTIdXKyLfSfR,"['la pop', 'lo-fi chill']",8783
3QnnsnDjUGYX8cYQuub0eh,[],240
2fMNr8Rh94l8z0DtbwgKKW,[],81
5enwJ9yOnKlCP91ov4Dqhv,"['k-hop', 'k-indie', 'korean pop', 'korean r&b']",61664
43eSnxk6MsmXsLOlbYo8VQ,"['j-rap', 'japanese r&b']",20192
5QSm6dJVv4soCzV7rv4QqE,['j-rap'],9583
5uVgoepJHC3fbOohI5gXc4,['korean r&b'],19813
07d5etnpjriczFBB8pxmRe,"['alternative r&b', 'chicago rap', 'deep pop r&b', 'hip hop', 'indie r&b', 'indie soul', 'neo soul', 'rap', 'southern hip hop', 'underground hip hop']",284128
19sOVfRZSluwEKSRVtJk91,[],1125
3ZotbHeyVQKxQCPDJuQ4SU,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'neo soul', 'queens hip hop']",371748
62vbsDRAq0qHdezaCOzB0T,"['edm', 'electronic trap', 'electropop', 'vapor soul', 'vapor twitch']",70035
68tR0TsEKX89ID4fyBMgch,"['alternative r&b', 'indie r&b', 'uk contemporary r&b']",38642
5dIssYf7lu8wufkQywN9WJ,['uk contemporary r&b'],40081
29YldktyoroSE8UojXhfko,[],2254
1CoZyIx7UvdxT5c8UkMzHd,"['pop', 'uk contemporary r&b']",1362477
3TkSKriI4EZmTxSFyzs0fd,"['indonesian jazz', 'indonesian pop']",154051
6VWmuRhDSoyqiftAnlNFXz,[],656
2kk1THOr0gsQaAqOj02tbl,[],1557
4c2ighP1wj8E5dVGJDCOiB,"['alternative r&b', 'escape room', 'trap queen']",55486
05kWC05qQmocVoC5Udgl6D,['underground hip hop'],22171
6640cHoNCdUXlPbwrsaoN6,[],1476
0AepkoQhYvkjEzzwIcGxdV,"['indie r&b', 'uk contemporary r&b']",269047
2LuUALONla8DJRSCiGONBp,['pop rap'],93474
4Ino9RgrdzNW29Ycx3xxwU,[],2078
1SpLtbswdS32KCGtN1Qcb4,[],33
4ETSs924pXMzjIeD6E9b4u,"['bedroom soul', 'pop']",306743
3JiCcM28kQne9qFqymuiuM,[],302
0Rq1n6pHHHUQwXnCO8IF4E,"['boston indie', 'hopebeat']",9749
6ignRjbPmLvKdtMLj9a5Xs,['j-acoustic'],39401
6ueGR6SWhUJfvEhqkvMsVs,"['afrofuturism', 'alternative r&b', 'art pop', 'atl hip hop', 'dance pop', 'electropop', 'escape room', 'neo soul', 'pop', 'r&b']",852793
7IfculRW2WXyzNQ8djX8WX,"['afrofuturism', 'funk', 'hip hop', 'neo soul', 'r&b', 'soul', 'urban contemporary']",1734400
74EhQOxqIuZSj1wsMLQabN,['canadian hip hop'],10546
0sc5zYshOdiFD4ayqMrJbJ,"['canadian hip hop', 'deep underground hip hop', 'indie pop rap', 'toronto rap', 'trap soul', 'underground hip hop']",90320
7pXu47GoqSYRajmBCjxdD6,"['ann arbor indie', 'funk rock', 'instrumental funk']",491238
5dgmwbLZhKGY3sCtCgx30i,[],150
2iGwIqfIXRskkGakunO9sf,"['french indie pop', 'french indietronica', 'new french touch']",15373
56oDRnqbIiwx4mymNEv7dS,"['escape room', 'minnesota hip hop', 'pop', 'pop rap', 'trap queen']",2384899
3OqgnoaUHWX4ih4oAL0zzQ,['irish hip hop'],28817
0JeTRYMH7FoBiMcLXg1n8g,"['dutch pop', 'dutch r&b', 'indie r&b']",15599
0I5HubncQ8E1MFZOlPDY4J,"['atl hip hop', 'rap', 'southern hip hop', 'trap']",234118
7mWMzxN6IAIQ1tfFFtAiQv,['british soul'],3378
4T8NIfZmVY6TJFqVzN6X49,['alternative r&b'],155295
0tOrKkXIn3VYyVHFEPG6Xd,['chillstep'],92539
1btWGBz4Uu1HozTwb2Lm8A,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'minneapolis indie', 'modern alternative rock', 'modern rock']",344511
1m5VSemGnXm5vbaLtsqqp9,[],458
0uNEy4544VZq2KOl7BsLuo,"['neo r&b', 'neo soul', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",241180
3GQboECxDT1xqPPWC30p7v,"['alternative r&b', 'electropop', 'indie r&b', 'indie soul', 'soul']",100203
6ruAwgNO2ABUeSaSiOC3zR,"['lo-fi chill', 'singaporean singer-songwriter']",239
3QiB4fjjjIYsBlDUzYp4Zi,[],40
5IcR3N7QB1j6KBL8eImZ8m,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",3028209
5Q81rlcTFh3k6DQJXPdsot,"['channel islands indie', 'vapor soul']",509700
5BydzSmKBIh8HkWFwx4Rrg,['irish pop'],14710
2JyWXPbkqI5ZJa3gwqVa0c,"['british soul', 'dance pop', 'pop', 'pop rap', 'r&b', 'tropical house', 'urban contemporary']",550782
1ybINI1qPiFbwDXamRtwxD,"['alternative r&b', 'hip hop', 'rap', 'underground hip hop']",337658
1z7b1Pr1rSlvWRzsW3HOrS,"['hawaiian hip hop', 'pop', 'rap']",3234274
0hDjKSKjl1DC7ovYTDJHe8,"['indie r&b', 'pop']",321065
0hEurMDQu99nJRq8pTxO14,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",4452166
5SyCTZ8X8YQCI0J1VRp4iC,"['alternative hip hop', 'alternative r&b', 'hip hop', 'nc hip hop', 'neo r&b', 'neo soul']",55457
2mxe0TnaNL039ysAj51xPQ,[],2051370
2cFrymmkijnjDg9SS92EPM,"['pop', 'pop rap']",2962745
3iri9nBFs9e4wN7PLIetAw,['pop'],1392909
1iH2Yx2Ea0kZ0zKI3Nlk30,['pop rap'],73899
246dkjvS1zLTtiykXe5h60,"['dfw rap', 'melodic rap', 'rap']",23728319
1URnnhqYAYcrqrcwql10ft,"['atl hip hop', 'rap', 'trap']",7655187
4xRYI6VqpkE3UwrDrAZL8L,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",4526911
2wUjUUtkb5lvLKcGKsKqsR,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",6924185
7tYKF4w9nC0nq9CsPZTHyP,"['pop', 'pop rap', 'rap']",3193800
7CajNmpbOovFoOoasH2HaY,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",19774054
30DhU7BDmF4PH0JVhu8ZRg,"['alternative r&b', 'indie r&b', 'pop']",797570
15UsOTVnJzReFVN1VCnxy4,"['emo rap', 'miami hip hop']",18717896
1zNqQNIdeOUZHb8zbZRFMX,['trap'],648874
4IVAbR2w4JJNJDDRFP3E83,"['alternative r&b', 'atl hip hop', 'hip hop', 'melodic rap', 'pop', 'pop rap', 'rap', 'trap']",2174461
7bXgB6jMjp9ATFy66eO08Z,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",10973410
2EMAnMvWE2eb56ToJVfCWs,"['pop', 'pop rap', 'rap', 'trap']",3993259
5rBFU1rhgs1nNghopuj9k8,"['alternative r&b', 'experimental hip hop']",18899
3k7CekVyE74IPWO2T9pZRa,[],154
57vWImR43h4CaDao012Ofp,['rap'],333313
0xOeVMOz2fVg5BJY3N6akT,"['hip hop', 'rap']",1058645
5K0rbdBrs2tNXe5LeWMATT,"['funk', 'p funk', 'quiet storm', 'soul']",203813
0ukgrNYk51TkMQr0f2Br4Q,"['indie r&b', 'indie soul', 'irish hip hop']",174619
0QitJHI0ZwMa5F9TR6EYSl,"['alternative r&b', 'canadian contemporary r&b', 'indie r&b', 'lo-fi chill']",12953
1uNFoZAHBGtllmzznpCI3s,"['canadian pop', 'pop', 'post-teen pop']",33848978
23sYU61n9f1CzYi8NJhAXS,['chicago rap'],47320
5cIc3SBFuBLVxJz58W2tU9,"['electropop', 'indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'pop']",882671
2TFaSCsqBNMcZ1daHE0pNA,[],2231
5gsyao2Qm21EKylbVIuRQ3,"['alternative r&b', 'deep pop r&b', 'indie r&b', 'trap soul']",162097
137W8MRPWKqSmrBGDBFSop,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",8913259
5pKCCKE2ajJHZ9KAiaK11H,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",36847919
3VwKSHAfgzV1DOHV0aANCI,"['chillwave', 'electra', 'indie soul', 'indietronica', 'vapor soul', 'vapor twitch', 'wonky']",219188
1VgjAK52kjkQJQQRhTn02t,"['alternative r&b', 'indie jazz', 'indie soul', 'neo r&b']",116641
23cC3RI0hgD5sWmXKPAJuG,"['chillhop', 'lo-fi beats']",11855
3Rq3YOF9YG9YfCWD4D56RZ,"['chillhop', 'downtempo', 'japanese chillhop', 'jazz rap']",416413
33U7NALGE1kDIhgwofWG2s,[],217
2HTvHHSj0INyoVfW2LDs6X,[],337
2JzhQYGos3RqV7MT5fWeek,"['art pop', 'chillwave', 'electropop', 'indie pop', 'indie rock', 'indietronica']",72538
25oLRSUjJk4YHNUsQXk7Ut,"['edm', 'electropop', 'jamtronica', 'jazztronica', 'livetronica']",279170
2ULwDtywm9lfLMKsOTIAYy,[],70
2oNStf3CKKLM5lnzELWMcH,"['j-pop', 'japanese r&b']",73572
6sAONleCsmAyP87OHsVAPV,"['j-rap', 'japanese alternative rock', 'japanese r&b']",66967
7lXgbtBDcCRbfc5f8FhGUL,"['k-hop', 'k-indie', 'k-pop', 'korean pop', 'korean r&b']",134908
6cGnQM8gIMonRMuKAolYNk,[],685
225l1KEprObX8xgl8xo2Gc,"['chillhop', 'lo-fi beats']",14580
42UrF25gDVhovYn4Dd422d,"['deep underground hip hop', 'indie pop rap']",36427
5ZpkHItfsaTaVtErDGDJ4v,[],2027
1JV42BPeocUJ0EyQh8ug6V,"['bass trap', 'edm', 'pop edm', 'vapor twitch']",43716
5IWhRKmW8IDdeJfrx4Kl0E,[],2770
0WjtdWS6su0f3jrW9aqEHl,"['alternative r&b', 'indie r&b', 'indie soul']",135477
6hfwwpXqZPRC9CsKI7qtv1,"['alternative r&b', 'electropop', 'etherpop', 'pop']",630032
1RyvyyTE3xzB2ZywiAwp0i,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",8519374
5qRSs6mvI17zrkJpOHkCoM,"['k-pop', 'k-pop boy group']",2399795
5snNHNlYT2UrtZo5HCJkiw,"['k-hop', 'k-indie', 'k-pop', 'korean pop']",344929
3kHVioJpVxlazAAKQ64pC1,"['alternative r&b', 'malaysian pop']",345781
6dhfy4ByARPJdPtMyrUYJK,"['k-indie', 'k-pop', 'korean pop']",100015
0siBQaURCli5wn2lqv8WZg,"['k-pop', 'korean r&b']",271667
3kPEBSt7qgVoRZSbIXMr7W,['k-hop'],68094
2RqrWplViWHSGLzlhmDcbt,"['art pop', 'electropop', 'escape room', 'experimental house']",205209
4FuRHFtCeoYaeeVDKyyvbS,"['k-hop', 'k-indie', 'k-pop', 'korean pop', 'korean r&b']",24278
4T6xiCykTP9rCNaEPU7D4q,"['k-hop', 'korean r&b']",22691
72nLe76yBFSlP6VBzME358,['k-pop'],136680
4ueZwsEtcqcO0IZywqgk66,['k-hop'],15219
57W9ikVc6O2wLDtmclSjvN,"['k-hop', 'korean pop', 'korean r&b']",150676
1xIJdlCfkIVsdO5Egsu8ln,"['k-indie', 'korean r&b']",2620
2qKhaMe5cOdQinPWBXyCHF,[],7
5vYYWbIoATxAIrCoLoVIkC,[],95
0Pcdc4rr0GMB2Inob6odkW,[],167
49vIrnZPb9Tcc9N30t7E3S,"['chillhop', 'jazz boom bap', 'jazz rap']",14363
1vwi3xNqy219xk39J92xtK,[],1385
1WWJxH3nMA5AoEnghYv1ij,"['ambeat', 'jazz rap']",5347
1xEKfd3N7hNOs61F4Yr65R,['soul flow'],6407
6wq0ypfSKR1Baqi4qoJWsq,"['alternative hip hop', 'hip hop', 'jazz rap']",49704
2P3cjUru4H3fhSXXNxE9kA,"['boy band', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'rap', 'urban contemporary']",455146
6DPYiyq5kWVQS4RGwxzPC7,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",4852348
0VbIlorLz3I5SEtIsc5vAr,"['hip pop', 'lgbtq+ hip hop']",13492
41DGOfz7IFMVvf9wKAzeZS,"['nc hip hop', 'underground hip hop']",71142
2kTZfKGZEj8R76z3ooKOF1,"['electropop', 'minneapolis indie']",18981
2P5sC9cVZDToPxyomzF1UH,"['conscious hip hop', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",1665754
7N3L5HZxQqxWSfhrrTNI29,"['alternative r&b', 'indie r&b', 'neo r&b', 'neo soul']",56909
7BxJEL8I7OoAMGyPWn1cPS,"['indie jazz', 'jazz rap']",19943
34MuJG3KuMOzEHLf4OY5fv,[],505
6vHBuUxrcpn1do5UaEJ7g6,"['alternative hip hop', 'hip hop', 'rap', 'underground hip hop']",195730
6PEMFpe3PTOksdV4ZXUpbE,"['hip hop', 'indie soul']",156121
17Zu03OgBVxgLxWmRUyNOJ,"['abstract beats', 'alternative hip hop', 'chillhop', 'underground hip hop', 'wonky']",94245
7tyrh2CwSnilzMD8olQxcx,"['japanese alternative rock', 'japanese r&b']",79499
35WaRsrLTXoHhL5b9uI3Mq,"['j-rap', 'japanese r&b']",34712
0wJIP9Wlhn3aSLLaB31IK3,"['alternative r&b', 'neo r&b']",2766
2l5D9yWJD8XtjzTMCKUown,"['alternative r&b', 'indie r&b', 'uk contemporary r&b']",10064
4bMNzAopkqYTwkBLwMKsF1,"['alternative r&b', 'trap soul', 'underground hip hop']",52562
5TJqhIWpu8vyHOmR2Z5Wow,[],445
00XnlbVSD75fXqU9zWOeQt,[],1216
18w0RnrEkEovXUeERXyD6q,[],1068
2oazmaA42Jf78TZeTsUIDU,[],2591
4DdkRBBYG6Yk9Ka8tdJ9BW,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1518194
3SmyWs7ou3udD8gtM0Z6Vx,"['comedy rap', 'escape room', 'hip pop', 'trap queen']",77859
6WkUZyqghQei2G809wMKuZ,"['rap', 'southern hip hop', 'trap', 'underground hip hop', 'vapor trap']",416878
61qMnYXa1GxSBoV3IiYKjZ,"['emo rap', 'melodic rap', 'pop rap', 'rap', 'trap', 'underground hip hop', 'vapor trap']",353654
2n2CsW5gqx05t3FhCsOtXF,[],999
1vSN1fsvrzpbttOYGsliDr,"['dance pop', 'neo mellow', 'pop', 'post-teen pop', 'r&b', 'viral pop']",1731410
4akybxRTGHJZ1DXjLhJ1qu,"['gospel', 'gospel r&b']",731307
5iMUho98faEp2w6j5p44PH,"['chillhop', 'lo-fi beats']",36396
7c0XG5cIJTrrAgEC3ULPiq,"['hip hop', 'pop', 'pop rap', 'r&b', 'trap', 'trap soul']",3238267
5RTLRtXjbXI2lSXc6jxlAz,"['alternative r&b', 'escape room', 'indie r&b', 'indie soul']",202330
4nx194YMhKEOO8WJWagjll,['chicago indie'],13465
2848adRcxvgWNRcz1g1tQD,['underground hip hop'],97404
1kwGj7uDO5WXVXtQLvGJr0,"['aussietronica', 'bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'electropop', 'indietronica', 'pop edm', 'vapor soul', 'vapor twitch']",79888
76M2Ekj8bG8W7X2nbx2CpF,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'vapor twitch']",362403
5R3Hr2cnCCjt220Jmt2xLf,"['big room', 'brostep', 'dance pop', 'edm', 'electro house', 'electronic trap', 'electropop', 'house', 'moombahton', 'pop', 'tropical house']",972730
7MlotYZhHjOlXcvmwrITj8,"['deep house', 'deep tropical house', 'indie poptimism', 'indietronica', 'new french touch', 'tropical house', 'vapor soul']",65933
2WXOxFi5Dq4yagzfF0GtpC,[],33
5Xrk8HKFWj76Jonuerfupw,[],2495
4lDXfIznmGueBgTjI3qGUX,"['french indie pop', 'french indietronica', 'new french touch', 'nice indie', 'tropical house']",151230
6PwHyGcUfjwdjT9cdsaVWT,[],3425
7o7mC95EDbJKTcPAAs8C3r,"['edm', 'electronic trap', 'electropop', 'indietronica']",198662
5i66bLKIxJ3z2qxHLUs1VR,[],1544
3dz0NnIZhtKKeXZxLOxCam,"['big room', 'brostep', 'complextro', 'edm', 'electro house', 'moombahton', 'progressive electro house']",756348
2qxJFvFYMEDqd7ui6kSAcq,"['complextro', 'dance pop', 'edm', 'electro house', 'german techno', 'pop', 'post-teen pop', 'tropical house']",5093897
50JJSqHUf2RQ9xsHs0KMHg,"['pop', 'pop rap']",1052804
64KEffDW9EtZ1y2vBYgq8T,"['brostep', 'pop', 'progressive electro house']",22478896
1QJ4iU6xJtdrk6HSPUTQ98,['pop edm'],6997
4Y6wyjvVZtxzzXILoDEulZ,"['indie pop rap', 'la pop']",21049
6nxWCVXbOlEVRexSbLsTer,"['australian dance', 'australian electropop', 'australian indie', 'downtempo', 'edm']",1974123
6xHUXzrfhFgnIv86EBR3Ml,[],16794
2LZDXcxJWgsJfKXZv9a5eG,"['downtempo', 'edm', 'electronic trap', 'electropop', 'pop', 'post-teen pop', 'shiver pop']",299468
4pb4rqWSoGUgxm63xmJ8xc,"['big room', 'complextro', 'edm', 'electro house', 'electropop', 'filter house']",517885
1HxJeLhIuegM3KgvPn8sTa,"['edm', 'electro house']",1011750
5he5w2lnU9x7JFhnwcekXX,"['brostep', 'complextro', 'edm', 'electro', 'electro house']",7477047
5fMUXHkw8R8eOP2RNVYEZX,"['bmore', 'edm', 'moombahton', 'ninja', 'pop', 'tropical house']",2227529
5ttgIeUVka6FLyi00Uu5h8,"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap', 'house']",325977
3lj7jldByrrpUgW5Je8o1p,['toronto indie'],3863
2IjiuEObrCKyZvSb8xLxG9,"['deep house', 'deep tropical house', 'indie poptimism', 'tropical house']",98643
0qN4IkrOJAycUyQsdNUZ3w,[],3175
6zQ3DdpGgNBLeqQY8Y4bDu,[],93
4yvcSjfu4PC0CYQyLy4wSq,"['gauze pop', 'indie pop', 'modern rock', 'shiver pop']",1091514
0jNDKefhfSbLR9sFvcPLHo,"['edm', 'electro house', 'electronic trap', 'electropop', 'pop edm', 'vapor twitch']",550744
2o5jDhtHVPhrJdv3cEQ99Z,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'electro house', 'house', 'trance', 'tropical house']",4935665
548YUkLaLzti0BLqaWpn1W,"['bass house', 'brostep', 'electro house', 'electronic trap']",43906
5TgQ66WuWkoQ2xYxaSTnVP,"['belgian edm', 'drum and bass', 'liquid funk']",357513
15GGbJKqC6w0VYyAJtjej6,['nyc rap'],27587
0lLY20XpZ9yDobkbHI7u1y,"['bass trap', 'brostep', 'catstep', 'complextro', 'danish electronic', 'edm', 'electro house', 'gaming edm', 'glitch']",305911
1bj5GrcLom5gZFF5t949Xl,"['big room', 'dance pop', 'disco house', 'edm', 'electro house', 'filter house', 'house', 'pop', 'tropical house', 'vocal house']",1109196
6M7RdR9ZP52h2mfNLmiHtU,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap']",297381
2PgOtERwe37cW1U9z7zAHb,[],11402
60d24wfXkVzDSfLS6hyCjZ,"['big room', 'edm', 'pop', 'progressive house', 'tropical house']",12923188
64M6ah0SkkRsnPGtGiRAbb,"['dance pop', 'pop', 'post-teen pop']",4930684
23zg3TcAtWQy7J6upgbUnj,"['atl hip hop', 'dance pop', 'pop', 'r&b', 'urban contemporary']",7552907
2J80qXI4NHKpq5RT3xUF7V,"['big room', 'deep big room', 'edm', 'electro house', 'progressive electro house', 'progressive house', 'sky room']",88591
45eNHdiiabvmbp4erw26rg,"['edm', 'electropop', 'melodic dubstep', 'pop', 'tropical house']",817706
3ApUX1o6oSz321MMECyIYd,"['electropop', 'indie pop rap', 'pop', 'pop rap']",446399
3IDGSw4dPbHMSnd93gkeXG,[],1518
70zHrrrPfBkVV44AEhFyyh,['vapor soul'],22595
0vqJkZ0RpLZixt3lTmD8vP,"['edm', 'electropop', 'indie poptimism', 'indietronica', 'pop', 'tropical house', 'vapor soul', 'vapor twitch']",168739
6ioOEWNNGK40H8xrGj6XPW,"['electropop', 'indie electropop', 'indie poptimism', 'indietronica', 'la pop', 'pop', 'vapor soul']",177304
2KPQ6PYAZapLEwMmkzbQxC,"['edm', 'indie electropop', 'indie poptimism', 'pop edm', 'tropical house']",35064
3pfQKkyELe3zxBQDgQP6Py,"['indie electropop', 'vapor soul', 'vapor twitch']",16850
01KDvLstg6DnLjN8eHnTUY,['gothic symphonic metal'],754
2jku7tDXc6XoB6MO2hFuqg,"['canadian hip hop', 'melodic rap', 'pop rap', 'rap', 'toronto rap', 'trap']",2822152
0C8ZW7ezQVs4URX5aX7Kqx,"['dance pop', 'pop', 'post-teen pop']",19995229
1ikID9RZZMvkuBGDWrqajq,"['catstep', 'edm', 'electropop', 'indie electropop', 'indie poptimism', 'indietronica', 'new french touch', 'pop edm', 'swedish electropop', 'tropical house', 'vapor soul', 'vapor twitch']",91213
5AlIxbb8HarTSm2tdA5F0x,['scottish singer-songwriter'],9179
738wLrAtLtCtFOLvQBXOXp,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop rap', 'tropical house']",5986789
3gk0OYeLFWYupGFRHqLSR7,"['big room', 'deep big room', 'edm', 'electro house', 'euphoric hardstyle', 'hardstyle', 'progressive electro house', 'progressive house']",424530
1HQGhla3VNj1dBmKTtVT2t,"['brostep', 'edm', 'electro house', 'electronic trap', 'vapor twitch']",209730
1tJnPDE5oPDB6ZqMsCTTYx,['la pop'],11117
5h8Z9KFr4xjhFPzyjag1wr,[],160
13H2PbDHYtjo8v0R8HMAao,"['catstep', 'gaming edm']",12061
3A21zrxggapjEY3NmiXjtf,[],233
5CdJjUi9f0cVgo9nFuJrFa,"['brostep', 'canadian electronic', 'chillstep', 'complextro', 'edm', 'electro house', 'electronic trap', 'filthstep', 'pop edm']",245881
6luV2lwWVCl6XUaJBb4bpW,"['ambient psychill', 'psychill']",3992
2FmzVitXZjIkFolH8HXd4j,"['bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'mashup']",261319
53ixqKNKVTgtSx3m3DGMA2,['atl trap'],12552
4E69riquObrTmBTVuF1b7B,"['bass trap', 'brostep', 'edm', 'electronic trap', 'pop edm', 'traprun', 'vapor twitch']",32621
2tMOCIpxj6jwM9e6pmwGiP,"['underground hip hop', 'vapor trap']",25599
2TLYSzGyVYkxAgYSCqUnQj,"['alternative r&b', 'indie r&b', 'indie soul', 'trap soul', 'uk alternative hip hop', 'underground hip hop']",90793
6Tyzp9KzpiZ04DABQoedps,"['alternative dance', 'alternative r&b', 'art pop', 'chillwave', 'downtempo', 'electronica', 'electropop', 'escape room', 'gothenburg indie', 'indie soul', 'indietronica', 'new rave', 'swedish electropop', 'swedish synthpop', 'trip hop']",492909
3fmMaLC5jjf2N4EC2kTx0u,"['australian dance', 'australian hip hop', 'downtempo', 'edm', 'escape room']",225305
7KGI0OwY8iAL5rI5p47YyK,"['alternative r&b', 'indie soul', 'vapor soul']",59708
6Gk5hoM7eW8NSCYhICMDHw,"['indie anthem-folk', 'uk contemporary r&b']",105303
67qogtRNI0GjUr8PlaG6Zh,"['brostep', 'canadian electronic', 'edm', 'electro house', 'electronic trap', 'progressive electro house']",431556
4LAz9VRX8Nat9kvIzgkg2v,['alternative rock'],23251
0ONHkAv9pCAFxb0zJwDNTy,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",1604194
4oEju6elvuvjARvor8R9j9,['vapor twitch'],34654
6y80I9YZi4DOpbaSUlL725,"['bass music', 'chillwave', 'downtempo', 'electronica', 'glitch', 'indietronica', 'vapor twitch', 'wonky']",199210
1qpR5mURxk3d8f6mww6uKT,"['art pop', 'dance pop', 'electropop', 'indie poptimism', 'indietronica', 'shimmer pop', 'vapor soul']",150408
6UcJxoeHWWWyT5HZP064om,[],8119
2FwJwEswyIUAljqgjNSHgP,"['dance pop', 'edm', 'electropop', 'indie poptimism', 'pop', 'tropical house']",311022
540vIaP2JwjQb9dm3aArA4,"['dance pop', 'edm', 'electronic trap', 'pop']",6696506
1zV9UjTUevjp5VUddqIUUn,['indie r&b'],20091
7ySHyUSqpKzGnDqOxLiCFH,['vapor pop'],21538
28j8lBWDdDSHSSt5oPlsX2,"['edm', 'house']",539991
21mKp7DqtSNHhCAU2ugvUw,"['chillwave', 'ninja']",1102323
0CKa42Jqrc9fSFbDjePaXP,"['alternative hip hop', 'conscious hip hop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",579294
6JW55AQgf9M9SZgzZou2NQ,[],802
7p54hwKypG19lucXWyQdGG,['escape room'],4471
6sUbCA1obWzdoJ1FM3I9Ks,['vapor twitch'],11063
5TcPijsr7sstBFVAMNfdIm,[],6102
6NFyaN9PMCDZ3LKxGwHAXt,"['australian hip hop', 'australian indie', 'australian pop', 'australian trap']",119492
5ujrA1eZLDHR7yQ6FZa2qA,"['australian hip hop', 'australian indie', 'australian pop', 'indietronica']",119955
14uVJsPC4DByeuD0cq36ez,"['chillhop', 'indie soul', 'new french touch', 'vapor twitch']",30013
4AA8eXtzqh5ykxtafLaPOi,"['aussietronica', 'brostep', 'edm', 'electro house', 'electronic trap', 'escape room', 'indietronica', 'vapor soul', 'vapor twitch']",253907
4T5kpUiQUVJhuf9YT28qlf,['electronic trap'],13710
5ypIMlORxA9iDgQdJXi0ZO,"['australian indie', 'shimmer pop']",15978
2O7oRN5HAWrg21HegiHMXK,[],19855
538JTayWqrPT5QYY0zoA5E,['vapor twitch'],7631
65RAUPtNYFHyNVL9ue5Jc8,[],4232
4BxJYbvCLVAO73rMZ6yTKJ,['vapor twitch'],4981
2SrWifjYv7b5tR8EzEmn1x,"['australian indie', 'indietronica']",73054
